supp_cd,mgfname,itpack_cd,itempackname,it_cd,itemname,pack_cd,packages,pkg_unit,no_pkg,short_cd,is_0_mrp,mrp_order,ipmrp_cd,mrp_item,mrp,sal_gr_rt,off_onmrp,sal_remark,it_und_gp
"*SR","SHRIRAM GRUH UDHOG","*SR12AA","SR.SHEZWAN CHUTNEY-100g","*SR12","SR.SHEZWAN CHUTNEY","AA","100GM","GM",100.00,"",F,1,"*SR12AAA","SR.SHEZWAN CHUTNEY-100g @22.00",22.00,0.0000,0.00,"",""
"*SR","SHRIRAM GRUH UDHOG","*SR13AA","SR.LEMON CRUSH-100g","*SR13","SR.LEMON CRUSH","AA","100GM","GM",100.00,"",F,1,"*SR13AAA","SR.LEMON CRUSH-100g @22.00",22.00,0.0000,0.00,"",""
"*SR","SHRIRAM GRUH UDHOG","*SR14AA","SR.KARELA PICKLE-100g","*SR14","SR.KARELA PICKLE","AA","100GM","GM",100.00,"",F,1,"*SR14AAA","SR.KARELA PICKLE-100g @22.00",22.00,0.0000,0.00,"",""
"*SR","SHRIRAM GRUH UDHOG","*SR15AA","SR.KARWANDE PICKLE-100g","*SR15","SR.KARWANDE PICKLE","AA","100GM","GM",100.00,"",F,1,"*SR15AAA","SR.KARWANDE PICKLE-100g @22.00",22.00,0.0000,0.00,"",""
"*SR","SHRIRAM GRUH UDHOG","*SR16AA","SR.GARLIC PICKLE-100g","*SR16","SR.GARLIC PICKLE","AA","100GM","GM",100.00,"",F,1,"*SR16AAA","SR.GARLIC PICKLE-100g @22.00",22.00,0.0000,0.00,"",""
"*SR","SHRIRAM GRUH UDHOG","*SR17AA","SR.SWEET LEMIN PICKLE-100g","*SR17","SR.SWEET LEMIN PICKLE","AA","100GM","GM",100.00,"",F,1,"*SR17AAA","SR.SWEET LEMIN PICKLE-100g @22.00",22.00,0.0000,0.00,"",""
"*SR","SHRIRAM GRUH UDHOG","*SR18AA","SR.KHAJUR PICKLE-100g","*SR18","SR.KHAJUR PICKLE","AA","100GM","GM",100.00,"",F,1,"*SR18AAA","SR.KHAJUR PICKLE-100g @22.00",22.00,0.0000,0.00,"",""
"*SR","SHRIRAM GRUH UDHOG","*SR19AA","SR.TURMERIC PICKLE-100g","*SR19","SR.TURMERIC PICKLE","AA","100GM","GM",100.00,"",F,1,"*SR19AAA","SR.TURMERIC PICKLE-100g @22.00",22.00,0.0000,0.00,"",""
"*SR","SHRIRAM GRUH UDHOG","*SR20AA","SR.AWLA PICKLE-100g","*SR20","SR.AWLA PICKLE","AA","100GM","GM",100.00,"",F,1,"*SR20AAA","SR.AWLA PICKLE-100g @22.00",22.00,0.0000,0.00,"",""
"*SR","SHRIRAM GRUH UDHOG","*SR21AA","SR.GINGER GARLIC.-100g","*SR21","SR.GINGER GARLIC.","AA","100GM","GM",100.00,"",F,1,"*SR21AAA","SR.GINGER GARLIC.-100g @22.00",22.00,0.0000,0.00,"",""
"*SR","SHRIRAM GRUH UDHOG","*SR22AA","SR.CHINCH CHUTNEY-100g","*SR22","SR.CHINCH CHUTNEY","AA","100GM","GM",100.00,"",F,1,"*SR22AAA","SR.CHINCH CHUTNEY-100g @22.00",22.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS01ML","HM.Amer.Ice Cream-750ml","*SS01","HM.Amer.Ice Cream","ML","750ml","",0.000,"",F,3,"*SS01MLA","HM.Amer.Ice Cream-750ml @135.00",135.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS01ML","HM.Amer.Ice Cream-750ml","*SS01","HM.Amer.Ice Cream","ML","750ml","",0.000,"AI",F,2,"*SS01MLB","HM.Amer.Ice Cream-750ml @155.00",155.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS01ML","HM.Amer.Ice Cream-750ml","*SS01","HM.Amer.Ice Cream","ML","750ml","",0.000,"AI",F,1,"*SS01MLC","HM.Amer.Ice Cream-750ml @165.00",165.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS02ML","HM.Butter Scotch-750ml","*SS02","HM.Butter Scotch","ML","750ml","",0.000,"BS",F,3,"*SS02MLA","HM.Butter Scotch-750ml @135.00",135.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS02ML","HM.Butter Scotch-750ml","*SS02","HM.Butter Scotch","ML","750ml","",0.000,"BS",F,2,"*SS02MLB","HM.Butter Scotch-750ml @155.00",155.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS02ML","HM.Butter Scotch-750ml","*SS02","HM.Butter Scotch","ML","750ml","",0.000,"BS",F,1,"*SS02MLC","HM.Butter Scotch-750ml @165.00",165.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS03ML","HM.Kala Khatta-750ml","*SS03","HM.Kala Khatta","ML","750ml","",0.000,"KK",F,3,"*SS03MLA","HM.Kala Khatta-750ml @120.00",120.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS03ML","HM.Kala Khatta-750ml","*SS03","HM.Kala Khatta","ML","750ml","",0.000,"KK",F,2,"*SS03MLB","HM.Kala Khatta-750ml @140.00",140.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS03ML","HM.Kala Khatta-750ml","*SS03","HM.Kala Khatta","ML","750ml","",0.000,"KK",F,1,"*SS03MLC","HM.Kala Khatta-750ml @150.00",150.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS04ML","HM.Orange Fanta-750ml","*SS04","HM.Orange Fanta","ML","750ml","",0.000,"OF",F,3,"*SS04MLA","HM.Orange Fanta-750ml @120.00",120.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS04ML","HM.Orange Fanta-750ml","*SS04","HM.Orange Fanta","ML","750ml","",0.000,"OF",F,2,"*SS04MLB","HM.Orange Fanta-750ml @140.00",140.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS04ML","HM.Orange Fanta-750ml","*SS04","HM.Orange Fanta","ML","750ml","",0.000,"OF",F,1,"*SS04MLC","HM.Orange Fanta-750ml @150.00",150.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS05LF","HM.Rose-5 LTR","*SS05","HM.Rose","LF","5Ltr","",0.000,"",T,1,"*SS05LFA","HM.Rose-5 LTR @",0.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS05ML","HM.Rose-750ml","*SS05","HM.Rose","ML","750ml","",0.000,"RO",F,3,"*SS05MLA","HM.Rose-750ml @120.00",120.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS05ML","HM.Rose-750ml","*SS05","HM.Rose","ML","750ml","",0.000,"RO",F,2,"*SS05MLB","HM.Rose-750ml @140.00",140.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS05ML","HM.Rose-750ml","*SS05","HM.Rose","ML","750ml","",0.000,"RO",F,1,"*SS05MLC","HM.Rose-750ml @150.00",150.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS06ML","HM.Kashmiri Gulab-750ml","*SS06","HM.Kashmiri Gulab","ML","750ml","",0.000,"KG",F,4,"*SS06MLA","HM.Kashmiri Gulab-750ml @135.00",135.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS06ML","HM.Kashmiri Gulab-750ml","*SS06","HM.Kashmiri Gulab","ML","750ml","",0.000,"KG",F,3,"*SS06MLB","HM.Kashmiri Gulab-750ml @155.00",155.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS06ML","HM.Kashmiri Gulab-750ml","*SS06","HM.Kashmiri Gulab","ML","750ml","",0.000,"KG",F,2,"*SS06MLC","HM.Kashmiri Gulab-750ml @165.00",165.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS06ML","HM.Kashmiri Gulab-750ml","*SS06","HM.Kashmiri Gulab","ML","750ml","",0.000,"KG",F,1,"*SS06MLD","HM.Kashmiri Gulab-750ml @170.00",170.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS07ML","HM.Khus-750ml","*SS07","HM.Khus","ML","750ml","",0.000,"KH",F,3,"*SS07MLA","HM.Khus-750ml @120.00",120.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS07ML","HM.Khus-750ml","*SS07","HM.Khus","ML","750ml","",0.000,"KH",F,2,"*SS07MLB","HM.Khus-750ml @140.00",140.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS07ML","HM.Khus-750ml","*SS07","HM.Khus","ML","750ml","",0.000,"KH",F,1,"*SS07MLC","HM.Khus-750ml @150.00",150.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS08ML","HM.Jeera Masala-750ml","*SS08","HM.Jeera Masala","ML","750ml","",0.000,"JM",F,5,"*SS08MLA","HM.Jeera Masala-750ml @135.00",135.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS08ML","HM.Jeera Masala-750ml","*SS08","HM.Jeera Masala","ML","750ml","",0.000,"JM",F,3,"*SS08MLB","HM.Jeera Masala-750ml @155.00",155.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS08ML","HM.Jeera Masala-750ml","*SS08","HM.Jeera Masala","ML","750ml","",0.000,"JM",F,2,"*SS08MLC","HM.Jeera Masala-750ml @165.00",165.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS08ML","HM.Jeera Masala-750ml","*SS08","HM.Jeera Masala","ML","750ml","",0.000,"JM",F,1,"*SS08MLD","HM.Jeera Masala-750ml @170.00",170.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS09ML","HM.Rose Falooda-750ml","*SS09","HM.Rose Falooda","ML","750ml","",0.000,"RF",F,3,"*SS09MLA","HM.Rose Falooda-750ml @160.00",160.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS09ML","HM.Rose Falooda-750ml","*SS09","HM.Rose Falooda","ML","750ml","",0.000,"RF",F,2,"*SS09MLB","HM.Rose Falooda-750ml @180.00",180.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS09ML","HM.Rose Falooda-750ml","*SS09","HM.Rose Falooda","ML","750ml","",0.000,"RF",F,1,"*SS09MLC","HM.Rose Falooda-750ml @190.00",190.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS10ML","HM.Butter scot.Falooda-750ml","*SS10","HM.Butter scot.Falooda","ML","750ml","",0.000,"BSF",F,3,"*SS10MLA","HM.Butter scot.Falooda-750ml @160.00",160.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS10ML","HM.Butter scot.Falooda-750ml","*SS10","HM.Butter scot.Falooda","ML","750ml","",0.000,"BSF",F,2,"*SS10MLB","HM.Butter scot.Falooda-750ml @180.00",180.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS10ML","HM.Butter scot.Falooda-750ml","*SS10","HM.Butter scot.Falooda","ML","750ml","",0.000,"BSF",F,1,"*SS10MLC","HM.Butter scot.Falooda-750ml @190.00",190.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS11ML","HM.Blue Lagoon-750ml","*SS11","HM.Blue Lagoon","ML","750ml","",0.000,"BL",F,3,"*SS11MLA","HM.Blue Lagoon-750ml @150.00",150.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS11ML","HM.Blue Lagoon-750ml","*SS11","HM.Blue Lagoon","ML","750ml","",0.000,"BL",F,2,"*SS11MLB","HM.Blue Lagoon-750ml @170.00",170.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS11ML","HM.Blue Lagoon-750ml","*SS11","HM.Blue Lagoon","ML","750ml","",0.000,"BL",F,1,"*SS11MLC","HM.Blue Lagoon-750ml @180.00",180.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS12LC","HM.Kulfi Falooda-250ml","*SS12","HM.Kulfi Falooda","LC","250ml","",0.000,"KF",F,1,"*SS12LCA","HM.Kulfi Falooda-250ml @85.00",85.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS12ML","HM.Kulfi Falooda-750ml","*SS12","HM.Kulfi Falooda","ML","750ml","",0.000,"KF",F,3,"*SS12MLA","HM.Kulfi Falooda-750ml @180.00",180.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS12ML","HM.Kulfi Falooda-750ml","*SS12","HM.Kulfi Falooda","ML","750ml","",0.000,"KF",F,2,"*SS12MLB","HM.Kulfi Falooda-750ml @200.00",200.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS12ML","HM.Kulfi Falooda-750ml","*SS12","HM.Kulfi Falooda","ML","750ml","",0.000,"KF",F,1,"*SS12MLC","HM.Kulfi Falooda-750ml @215.00",215.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS13ML","HM.Keri Panna-750ml","*SS13","HM.Keri Panna","ML","750ml","",0.000,"KPN",F,3,"*SS13MLA","HM.Keri Panna-750ml @140.00",140.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS13ML","HM.Keri Panna-750ml","*SS13","HM.Keri Panna","ML","750ml","",0.000,"KPN",F,2,"*SS13MLB","HM.Keri Panna-750ml @160.00",160.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS13ML","HM.Keri Panna-750ml","*SS13","HM.Keri Panna","ML","750ml","",0.000,"KPN",F,1,"*SS13MLC","HM.Keri Panna-750ml @170.00",170.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS14ML","HM.ALPH.Mango-750ml","*SS14","HM.ALPH.Mango","ML","750ml","",0.000,"MF",F,4,"*SS14MLA","HM.ALPH.Mango-750ml @140.00",140.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS14ML","HM.ALPH.Mango-750ml","*SS14","HM.ALPH.Mango","ML","750ml","",0.000,"MF",F,3,"*SS14MLB","HM.ALPH.Mango-750ml @165.00",165.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS14ML","HM.ALPH.Mango-750ml","*SS14","HM.ALPH.Mango","ML","750ml","",0.000,"MF",F,1,"*SS14MLC","HM.ALPH.Mango-750ml @180.00",180.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS15ML","HM.Fruit Panch-750ml","*SS15","HM.Fruit Panch","ML","750ml","",0.000,"FP",F,5,"*SS15MLA","HM.Fruit Panch-750ml @180.00",180.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS15ML","HM.Fruit Panch-750ml","*SS15","HM.Fruit Panch","ML","750ml","",0.000,"FP",F,4,"*SS15MLB","HM.Fruit Panch-750ml @210.00",210.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS15ML","HM.Fruit Panch-750ml","*SS15","HM.Fruit Panch","ML","750ml","",0.000,"FP",F,2,"*SS15MLC","HM.Fruit Panch-750ml @230.00",230.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS15ML","HM.Fruit Panch-750ml","*SS15","HM.Fruit Panch","ML","750ml","",0.000,"FP",F,1,"*SS15MLD","HM.Fruit Panch-750ml @240.00",240.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS16ML","HM.Mocktail-750ml","*SS16","HM.Mocktail","ML","750ml","",0.000,"MO",F,4,"*SS16MLA","HM.Mocktail-750ml @180.00",180.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS16ML","HM.Mocktail-750ml","*SS16","HM.Mocktail","ML","750ml","",0.000,"MO",F,3,"*SS16MLB","HM.Mocktail-750ml @210.00",210.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS16ML","HM.Mocktail-750ml","*SS16","HM.Mocktail","ML","750ml","",0.000,"MO",F,2,"*SS16MLC","HM.Mocktail-750ml @230.00",230.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS16ML","HM.Mocktail-750ml","*SS16","HM.Mocktail","ML","750ml","",0.000,"MO",F,1,"*SS16MLD","HM.Mocktail-750ml @240.00",240.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS17ML","HM.Kokam SHARBAT-750ml","*SS17","HM.Kokam SHARBAT","ML","750ml","",0.000,"MK",F,3,"*SS17MLA","HM.Kokam SHARBAT-750ml @130.00",130.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS17ML","HM.Kokam SHARBAT-750ml","*SS17","HM.Kokam SHARBAT","ML","750ml","",0.000,"MK",F,2,"*SS17MLB","HM.Kokam SHARBAT-750ml @150.00",150.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS17ML","HM.Kokam SHARBAT-750ml","*SS17","HM.Kokam SHARBAT","ML","750ml","",0.000,"MK",F,1,"*SS17MLC","HM.Kokam SHARBAT-750ml @160.00",160.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS18ML","HM.Pina Colada-750ml","*SS18","HM.Pina Colada","ML","750ml","",0.000,"PC",F,2,"*SS18MLA","HM.Pina Colada-750ml @180.00",180.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS18ML","HM.Pina Colada-750ml","*SS18","HM.Pina Colada","ML","750ml","",0.000,"PC",F,1,"*SS18MLB","HM.Pina Colada-750ml @220.00",220.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS19ML","HM.Masala Kaccha Keri-750ml","*SS19","HM.Masala Kaccha Keri","ML","750ml","",0.000,"MKK",F,3,"*SS19MLA","HM.Masala Kaccha Keri-750ml @140.00",140.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS19ML","HM.Masala Kaccha Keri-750ml","*SS19","HM.Masala Kaccha Keri","ML","750ml","",0.000,"MKK",F,2,"*SS19MLB","HM.Masala Kaccha Keri-750ml @160.00",160.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS19ML","HM.Masala Kaccha Keri-750ml","*SS19","HM.Masala Kaccha Keri","ML","750ml","",0.000,"MKK",F,1,"*SS19MLC","HM.Masala Kaccha Keri-750ml @170.00",170.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS20ML","HM.Pink GUAVA-750ml","*SS20","HM.Pink GUAVA","ML","750ml","",0.000,"PG",F,6,"*SS20MLA","HM.Pink GUAVA-750ml @140.00",140.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS20ML","HM.Pink GUAVA-750ml","*SS20","HM.Pink GUAVA","ML","750ml","",0.000,"PG",F,3,"*SS20MLB","HM.Pink GUAVA-750ml @170.00",170.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS20ML","HM.Pink GUAVA-750ml","*SS20","HM.Pink GUAVA","ML","750ml","",0.000,"PG",F,2,"*SS20MLC","HM.Pink GUAVA-750ml @190.00",190.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS20ML","HM.Pink GUAVA-750ml","*SS20","HM.Pink GUAVA","ML","750ml","",0.000,"PG",F,1,"*SS20MLD","HM.Pink GUAVA-750ml @205.00",205.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS21LC","HM.Blue Coraco-250ml","*SS21","HM.Blue Coraco","LC","250ml","",0.000,"BC",F,1,"*SS21LCA","HM.Blue Coraco-250ml @70.00",70.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS21ML","HM.Blue Coraco-750ml","*SS21","HM.Blue Coraco","ML","750ml","",0.000,"BC",F,3,"*SS21MLA","HM.Blue Coraco-750ml @150.00",150.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS21ML","HM.Blue Coraco-750ml","*SS21","HM.Blue Coraco","ML","750ml","",0.000,"BC",F,2,"*SS21MLB","HM.Blue Coraco-750ml @170.00",170.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS21ML","HM.Blue Coraco-750ml","*SS21","HM.Blue Coraco","ML","750ml","",0.000,"BC",F,1,"*SS21MLC","HM.Blue Coraco-750ml @180.00",180.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS22ML","HM.Ginger Lemon-750ml","*SS22","HM.Ginger Lemon","ML","750ml","",0.000,"GL",F,3,"*SS22MLA","HM.Ginger Lemon-750ml @160.00",160.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS22ML","HM.Ginger Lemon-750ml","*SS22","HM.Ginger Lemon","ML","750ml","",0.000,"GL",F,2,"*SS22MLB","HM.Ginger Lemon-750ml @180.00",180.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS22ML","HM.Ginger Lemon-750ml","*SS22","HM.Ginger Lemon","ML","750ml","",0.000,"GL",F,1,"*SS22MLC","HM.Ginger Lemon-750ml @190.00",190.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS23ML","HM.Crush Pineapple-750ml","*SS23","HM.Crush Pineapple","ML","750ml","",0.000,"CPN",F,4,"*SS23MLA","HM.Crush Pineapple-750ml @140.00",140.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS23ML","HM.Crush Pineapple-750ml","*SS23","HM.Crush Pineapple","ML","750ml","",0.000,"CPN",F,2,"*SS23MLB","HM.Crush Pineapple-750ml @165.00",165.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS23ML","HM.Crush Pineapple-750ml","*SS23","HM.Crush Pineapple","ML","750ml","",0.000,"CPN",F,1,"*SS23MLC","HM.Crush Pineapple-750ml @180.00",180.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS24ML","HM.Lemom-N-Lime-750ml","*SS24","HM.Lemom-N-Lime","ML","750ml","",0.000,"LL",F,3,"*SS24MLA","HM.Lemom-N-Lime-750ml @120.00",120.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS24ML","HM.Lemom-N-Lime-750ml","*SS24","HM.Lemom-N-Lime","ML","750ml","",0.000,"LL",F,2,"*SS24MLB","HM.Lemom-N-Lime-750ml @140.00",140.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS24ML","HM.Lemom-N-Lime-750ml","*SS24","HM.Lemom-N-Lime","ML","750ml","",0.000,"LL",F,1,"*SS24MLC","HM.Lemom-N-Lime-750ml @150.00",150.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS25ML","HM.Crush Peru-750ml","*SS25","HM.Crush Peru","ML","750ml","",0.000,"PR",F,1,"*SS25MLA","HM.Crush Peru-750ml @140.00",140.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS26ML","HM.Crush Strawb.-750ml","*SS26","HM.Crush Strawb.","ML","750ml","",0.000,"STB",F,3,"*SS26MLA","HM.Crush Strawb.-750ml @160.00",160.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS26ML","HM.Crush Strawb.-750ml","*SS26","HM.Crush Strawb.","ML","750ml","",0.000,"STB",F,2,"*SS26MLB","HM.Crush Strawb.-750ml @190.00",190.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS26ML","HM.Crush Strawb.-750ml","*SS26","HM.Crush Strawb.","ML","750ml","",0.000,"STB",F,1,"*SS26MLC","HM.Crush Strawb.-750ml @210.00",210.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS27ML","HM.Crush Litchi-750ml","*SS27","HM.Crush Litchi","ML","750ml","",0.000,"LC",F,3,"*SS27MLA","HM.Crush Litchi-750ml @160.00",160.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS27ML","HM.Crush Litchi-750ml","*SS27","HM.Crush Litchi","ML","750ml","",0.000,"LC",F,2,"*SS27MLB","HM.Crush Litchi-750ml @190.00",190.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS27ML","HM.Crush Litchi-750ml","*SS27","HM.Crush Litchi","ML","750ml","",0.000,"LC",F,1,"*SS27MLC","HM.Crush Litchi-750ml @210.00",210.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS28ML","HM.Kesar Elaichi-750ml","*SS28","HM.Kesar Elaichi","ML","750ml","",0.000,"KE",F,3,"*SS28MLA","HM.Kesar Elaichi-750ml @185.00",185.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS28ML","HM.Kesar Elaichi-750ml","*SS28","HM.Kesar Elaichi","ML","750ml","",0.000,"KE",F,2,"*SS28MLB","HM.Kesar Elaichi-750ml @215.00",215.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS28ML","HM.Kesar Elaichi-750ml","*SS28","HM.Kesar Elaichi","ML","750ml","",0.000,"KE",F,1,"*SS28MLC","HM.Kesar Elaichi-750ml @230.00",230.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS29ML","HM.Kes.Badam Pista-750ml","*SS29","HM.Kes.Badam Pista","ML","750ml","",0.000,"KBP",F,1,"*SS29MLA","HM.Kes.Badam Pista-750ml @250.00",250.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS30LA","HM.Kesar Thandai-500ml","*SS30","HM.Kesar Thandai","LA","500ml","",0.000,"TH5",F,1,"*SS30LAA","HM.Kesar Thandai-500ml @230.00",230.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS30LF","HM.Kesar Thandai-5Ltr","*SS30","HM.Kesar Thandai","LF","5Ltr","",0.000,"5TH",F,1,"*SS30LFA","HM.Kesar Thandai-5Ltr @1700.00",1700.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS30ML","HM.Kesar Thandai-750ml","*SS30","HM.Kesar Thandai","ML","750ml","",0.000,"",F,4,"*SS30MLB","HM.Kesar Thandai-750ml @290.00",290.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS30ML","HM.Kesar Thandai-750ml","*SS30","HM.Kesar Thandai","ML","750ml","",0.000,"TH",F,2,"*SS30MLD","HM.Kesar Thandai-750ml @295.00",295.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS30ML","HM.Kesar Thandai-750ml","*SS30","HM.Kesar Thandai","ML","750ml","",0.000,"",F,1,"*SS30MLE","HM.Kesar Thandai-750ml @325.00",325.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS30ML","HM.Kesar Thandai-750ml","*SS30","HM.Kesar Thandai","ML","750ml","",0.000,"",F,3,"*SS30MLC","HM.Kesar Thandai-750ml @310.00",310.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS31ML","HM.D/F Masala Milk-750ml","*SS31","HM.D/F Masala Milk","ML","750ml","",0.000,"DFM",F,1,"*SS31MLA","HM.D/F Masala Milk-750ml @250.00",250.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS32ML","HM.Orange Apricot-750ml","*SS32","HM.Orange Apricot","ML","750ml","",0.000,"OA",F,1,"*SS32MLA","HM.Orange Apricot-750ml @185.00",185.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS33ML","HM.Anjir Kesar-750ml","*SS33","HM.Anjir Kesar","ML","750ml","",0.000,"AK",F,3,"*SS33MLA","HM.Anjir Kesar-750ml @185.00",185.00,0.0000,0.00,"",""
"*SS","HOME MADE PRODUCT","*SS33ML","HM.Anjir Kesar-750ml","*SS33","HM.Anjir Kesar","ML","750ml","",0.000,"AK",F,2,"*SS33MLB","HM.Anjir Kesar-750ml @220.00",220.00,0.0000,0.00,"",""
