supp_cd,mgfname,itpack_cd,itempackname,it_cd,itemname,pack_cd,packages,pkg_unit,no_pkg,short_cd,is_0_mrp,mrp_order,ipmrp_cd,mrp_item,mrp,sal_gr_rt,off_onmrp,sal_remark,it_und_gp
"*A","PANAMA PRODUCTS","*A001AC","Pine.Slices-850g","*A001","Pine.Slices","AC","850GM","GM",850.00,"",F,5,"*A001ACE","Pine.Slices-850g @85.00",85.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A001AC","Pine.Slices-850g","*A001","Pine.Slices","AC","850GM","GM",850.00,"",F,3,"*A001ACF","Pine.Slices-850g @100.00",100.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A001AC","Pine.Slices-850g","*A001","Pine.Slices","AC","850GM","GM",850.00,"01",F,2,"*A001ACG","Pine.Slices-850g @125.00",125.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A001AC","Pine.Slices-850g","*A001","Pine.Slices","AC","850GM","GM",850.00,"01",F,1,"*A001ACH","Pine.Slices-850g @150.00",150.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A001AD","Pine.Slices-450g","*A001","Pine.Slices","AD","450GM","GM",450.00,"",F,6,"*A001ADD","Pine.Slices-450g @56.00",56.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A001AD","Pine.Slices-450g","*A001","Pine.Slices","AD","450GM","GM",450.00,"",F,6,"*A001ADE","Pine.Slices-450g @70.00",70.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A001AD","Pine.Slices-450g","*A001","Pine.Slices","AD","450GM","GM",450.00,"",F,3,"*A001ADF","Pine.Slices-450g @72.00",72.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A001AD","Pine.Slices-450g","*A001","Pine.Slices","AD","450GM","GM",450.00,"",F,2,"*A001ADG","Pine.Slices-450g @85.00",85.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A001AD","Pine.Slices-450g","*A001","Pine.Slices","AD","450GM","GM",450.00,"02",F,3,"*A001ADH","Pine.Slices-450g @110.00",110.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A004AC","Fruit Cocktail-850g","*A004","Fruit Cocktail","AC","850GM","GM",850.00,"",F,5,"*A004ACE","Fruit Cocktail-850 GM @94.00",94.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A004AC","Fruit Cocktail-850g","*A004","Fruit Cocktail","AC","850GM","GM",850.00,"",F,3,"*A004ACF","Fruit Cocktail-850g @105.00",105.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A004AC","Fruit Cocktail-850g","*A004","Fruit Cocktail","AC","850GM","GM",850.00,"04",F,2,"*A004ACG","Fruit Cocktail-850g @130.00",130.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A004AC","Fruit Cocktail-850g","*A004","Fruit Cocktail","AC","850GM","GM",850.00,"04",F,1,"*A004ACH","Fruit Cocktail-850g @150.00",150.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A004AD","Fruit Cocktail-450g","*A004","Fruit Cocktail","AD","450GM","GM",450.00,"",F,4,"*A004ADG","Fruit Cocktail-450g @70.00",70.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A004AD","Fruit Cocktail-450g","*A004","Fruit Cocktail","AD","450GM","GM",450.00,"",F,3,"*A004ADH","Fruit Cocktail-450g @73.00",73.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A004AD","Fruit Cocktail-450g","*A004","Fruit Cocktail","AD","450GM","GM",450.00,"",F,2,"*A004ADI","Fruit Cocktail-450g @90.00",90.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A004AD","Fruit Cocktail-450g","*A004","Fruit Cocktail","AD","450GM","GM",450.00,"05",F,1,"*A004ADJ","Fruit Cocktail-450g @110.00",110.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A005AC","Red Cherries-850g","*A005","Red Cherries","AC","850GM","GM",850.00,"",F,9,"*A005ACE","Red Cherries-850g @225.00",225.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A005AC","Red Cherries-850g","*A005","Red Cherries","AC","850GM","GM",850.00,"",F,6,"*A005ACF","Red Cherries-850g @234.00",234.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A005AC","Red Cherries-850g","*A005","Red Cherries","AC","850GM","GM",850.00,"",F,3,"*A005ACG","Red Cherries-850g @244.00",244.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A005AC","Red Cherries-850g","*A005","Red Cherries","AC","850GM","GM",850.00,"06",F,2,"*A005ACH","Red Cherries-850g @295.00",295.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A005AC","Red Cherries-850g","*A005","Red Cherries","AC","850GM","GM",850.00,"06",F,1,"*A005ACI","Red Cherries-850g @305.00",305.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A005AD","Red Cherries-450g","*A005","Red Cherries","AD","450GM","GM",450.00,"",F,7,"*A005ADF","Red Cherries-450g @130.00",130.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A005AD","Red Cherries-450g","*A005","Red Cherries","AD","450GM","GM",450.00,"",F,5,"*A005ADG","Red Cherries-450g @143.00",143.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A005AD","Red Cherries-450g","*A005","Red Cherries","AD","450GM","GM",450.00,"",F,3,"*A005ADH","Red Cherries-450g @146.00",146.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A005AD","Red Cherries-450g","*A005","Red Cherries","AD","450GM","GM",450.00,"07",F,2,"*A005ADI","Red Cherries-450g @180.00",180.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A005AD","Red Cherries-450g","*A005","Red Cherries","AD","450GM","GM",450.00,"07",F,1,"*A005ADJ","Red Cherries-450g @183.00",183.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A007AC","TOMATO PUREE-850g","*A007","TOMATO PUREE","AC","850GM","GM",850.00,"",F,5,"*A007ACD","TOMATO PUREE-850g @65.00",65.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A007AC","TOMATO PUREE-850g","*A007","TOMATO PUREE","AC","850GM","GM",850.00,"",F,8,"*A007ACE","TOMATO PUREE-850g @83.00",83.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A007AC","TOMATO PUREE-850g","*A007","TOMATO PUREE","AC","850GM","GM",850.00,"015",F,1,"*A007ACF","TOMATO PUREE-850g @90.00",90.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A010AC","Mango Pulp (Alph)-850g","*A010","Mango Pulp (Alph)","AC","850GM","GM",850.00,"",F,5,"*A010ACF","Mango Pulp (Alph)-850g @200.00",200.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A010AC","Mango Pulp (Alph)-850g","*A010","Mango Pulp (Alph)","AC","850GM","GM",850.00,"",F,9,"*A010ACG","Mango Pulp (Alph)-850g @252.00",252.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A010AC","Mango Pulp (Alph)-850g","*A010","Mango Pulp (Alph)","AC","850GM","GM",850.00,"",F,5,"*A010ACH","Mango Pulp (Alph)-850g @267.00",267.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A010AC","Mango Pulp (Alph)-850g","*A010","Mango Pulp (Alph)","AC","850GM","GM",850.00,"08",F,2,"*A010ACI","Mango Pulp (Alph)-850g @324.00",324.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A012AD","Baked Beans-450g","*A012","Baked Beans","AD","450GM","GM",450.00,"",F,7,"*A012ADF","Baked Beans-450g @60.00",60.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A012AD","Baked Beans-450g","*A012","Baked Beans","AD","450GM","GM",450.00,"",F,5,"*A012ADG","Baked Beans-450g @64.00",64.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A012AD","Baked Beans-450g","*A012","Baked Beans","AD","450GM","GM",450.00,"018",F,4,"*A012ADH","Baked Beans-450g @67.00",67.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A012AD","Baked Beans-450g","*A012","Baked Beans","AD","450GM","GM",450.00,"018",F,1,"*A012ADI","Baked Beans-450g @80.00",80.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A013AE","SweetCorn-400g","*A013","SweetCorn","AE","400GM","GM",400.00,"",F,6,"*A013AEF","SweetCorn-400g @44.00",44.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A013AE","SweetCorn-400g","*A013","SweetCorn","AE","400GM","GM",400.00,"017",F,5,"*A013AEG","SweetCorn-400g @45.00",45.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A013AE","SweetCorn-400g","*A013","SweetCorn","AE","400GM","GM",400.00,"017",F,1,"*A013AEH","SweetCorn-400g @60.00",60.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A014AE","W.B.Mushrooms-400g","*A014","W.B.Mushrooms","AE","400GM","GM",400.00,"",F,5,"*A014AED","W.B.Mushrooms-400 GM @83.00",83.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A014AE","W.B.Mushrooms-400g","*A014","W.B.Mushrooms","AE","400GM","GM",400.00,"",F,4,"*A014AEE","W.B.Mushrooms-400 GM @90.00",90.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A014AE","W.B.Mushrooms-400g","*A014","W.B.Mushrooms","AE","400GM","GM",400.00,"016",F,2,"*A014AEF","W.B.Mushrooms-400g @120.00",120.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A015AJ","ALMIRA SAMOSA PATTI-250g","*A015","ALMIRA SAMOSA PATTI","AJ","250GM","GM",250.00,"",F,1,"*A015AJA","ALMIRA SAMOSA PATTI-250g @45.00",45.00,0.0000,0.00,"",""
"*A","PANAMA PRODUCTS","*A015AL","ALMIRA SAMOSA PATTI-500g","*A015","ALMIRA SAMOSA PATTI","AL","500GM","GM",500.00,"",F,1,"*A015ALA","ALMIRA SAMOSA PATTI-500g @80.00",80.00,0.0000,0.00,"",""
"*AL","ALMIRA Samosa Patti","*AL01AJ","AM.Samosa Patti-250g","*AL01","AM.Samosa Patti","AJ","250GM","GM",250.00,"065",F,3,"*AL01AJA","AM.Samosa Patti-250g @45.00",45.00,33.8233,0.00,"",""
"*AL","ALMIRA Samosa Patti","*AL01AL","AM.Samosa Patti-500g","*AL01","AM.Samosa Patti","AL","500GM","GM",500.00,"064",F,2,"*AL01ALA","AM.Samosa Patti-500g @80.00",80.00,60.1312,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B001BC","WHITE OATS-1Kg-JAR","*B001","WHITE OATS","BC","1Kg-JAR","",0.000,"",F,10,"*B001BCA","WHITE OATS-1Kg-JAR @180.00",180.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B001BC","WHITE OATS-1Kg-JAR","*B001","WHITE OATS","BC","1Kg-JAR","",0.000,"",F,3,"*B001BCB","WHITE OATS-1Kg-JAR @175.00",175.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B001BC","WHITE OATS-1Kg-JAR","*B001","WHITE OATS","BC","1Kg-JAR","",0.000,"",F,8,"*B001BCC","WHITE OATS-1Kg-JAR @190.00",190.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B001BC","WHITE OATS-1Kg-JAR","*B001","WHITE OATS","BC","1Kg-JAR","",0.000,"",F,4,"*B001BCD","WHITE OATS-1Kg-JAR @204.00",204.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B001BC","WHITE OATS-1Kg-JAR","*B001","WHITE OATS","BC","1Kg-JAR","",0.000,"",F,2,"*B001BCE","WHITE OATS-1Kg-JAR @220.00",220.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B001BC","WHITE OATS-1Kg-JAR","*B001","WHITE OATS","BC","1Kg-JAR","",0.000,"023",F,1,"*B001BCF","WHITE OATS-1Kg-JAR @235.00",235.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B002AF","WHITE OATS-1Kg-POU","*B002","WHITE OATS","AF","1Kg-POU","",0.000,"",F,4,"*B002AFF","WHITE OATS-1Kg-POU @158.00",158.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B002AF","WHITE OATS-1Kg-POU","*B002","WHITE OATS","AF","1Kg-POU","",0.000,"",F,16,"*B002AFG","WHITE OATS-1Kg-POU @158.00",158.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B002AF","WHITE OATS-1Kg-POU","*B002","WHITE OATS","AF","1Kg-POU","",0.000,"",F,2,"*B002AFH","WHITE OATS-1Kg-POU @175.00",175.00,0.0000,20.00,"",""
"*B","BAGRRY'S PRODUCTS","*B002AF","WHITE OATS-1Kg-POU","*B002","WHITE OATS","AF","1Kg-POU","",0.000,"",F,1,"*B002AFI","WHITE OATS-1Kg-POU @190.00",190.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B002AF","WHITE OATS-1Kg-POU","*B002","WHITE OATS","AF","1Kg-POU","",0.000,"028",F,5,"*B002AFK","WHITE OATS-1Kg-POU @165.00",165.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B002AF","WHITE OATS-1Kg-POU","*B002","WHITE OATS","AF","1Kg-POU","",0.000,"",F,3,"*B002AFL","WHITE OATS-1Kg-POU @140.00",140.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B002AF","WHITE OATS-1Kg-POU","*B002","WHITE OATS","AF","1Kg-POU","",0.000,"",F,2,"*B002AFM","WHITE OATS-1Kg-POU @175.00",175.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B002AF","WHITE OATS-1Kg-POU","*B002","WHITE OATS","AF","1Kg-POU","",0.000,"028",F,1,"*B002AFN","WHITE OATS-1Kg-POU @190.00",190.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B003AL","FNF.MIX fruit Bx Rs.25/-OFF-500g","*B003","FNF.MIX fruit Bx Rs.25/-OFF","AL","500GM","GM",500.00,"",F,5,"*B003ALA","FNF.MIX fruit Bx Rs.25/-OFF-500g @290.00",290.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B005BB","WHITE OATS-500g-JAR","*B005","WHITE OATS","BB","500g-JAR","",0.000,"",F,4,"*B005BBC","White Oats-500GM-JAR @99.00",99.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B005BB","WHITE OATS-500g-JAR","*B005","WHITE OATS","BB","500g-JAR","",0.000,"",F,10,"*B005BBE","WHITE OATS-500g-JAR @90.00",90.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B005BB","WHITE OATS-500g-JAR","*B005","WHITE OATS","BB","500g-JAR","",0.000,"",F,9,"*B005BBF","WHITE OATS-500g-JAR @95.00",95.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B005BB","WHITE OATS-500g-JAR","*B005","WHITE OATS","BB","500g-JAR","",0.000,"",F,8,"*B005BBG","WHITE OATS-500g-JAR @99.00",99.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B005BB","WHITE OATS-500g-JAR","*B005","WHITE OATS","BB","500g-JAR","",0.000,"",F,8,"*B005BBH","White Oats-500GM-JAR @107.00",107.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B005BB","WHITE OATS-500g-JAR","*B005","WHITE OATS","BB","500g-JAR","",0.000,"",F,6,"*B005BBI","WHITE OATS-500g-JAR @105.00",105.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B005BB","WHITE OATS-500g-JAR","*B005","WHITE OATS","BB","500g-JAR","",0.000,"",F,5,"*B005BBJ","WHITE OATS-500g-JAR @107.00",107.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B005BB","WHITE OATS-500g-JAR","*B005","WHITE OATS","BB","500g-JAR","",0.000,"",F,4,"*B005BBK","WHITE OATS-500g-JAR @116.00",116.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B005BB","WHITE OATS-500g-JAR","*B005","WHITE OATS","BB","500g-JAR","",0.000,"",F,3,"*B005BBL","WHITE OATS-500g-JAR @125.00",125.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B005BB","WHITE OATS-500g-JAR","*B005","WHITE OATS","BB","500g-JAR","",0.000,"",F,2,"*B005BBM","WHITE OATS-500g-JAR @115.00",115.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B005BB","WHITE OATS-500g-JAR","*B005","WHITE OATS","BB","500g-JAR","",0.000,"025",F,1,"*B005BBN","WHITE OATS-500g-JAR @132.00",132.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B005CB","WHITE OATS-500g-POU","*B005","WHITE OATS","CB","500g-POU","",0.000,"",F,4,"*B005CBF","WHITE OATS-500g-POU @90.00",90.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B005CB","WHITE OATS-500g-POU","*B005","WHITE OATS","CB","500g-POU","",0.000,"030",F,2,"*B005CBI","WHITE OATS-500g-POU @95.00",95.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B005CB","WHITE OATS-500g-POU","*B005","WHITE OATS","CB","500g-POU","",0.000,"",F,9,"*B005CBH","WHITE OATS-500g-POU @80.00",80.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B005CB","WHITE OATS-500g-POU","*B005","WHITE OATS","CB","500g-POU","",0.000,"",F,15,"*B005CBE","WHITE OATS-500g-POU @85.00",85.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B005CB","WHITE OATS-500g-POU","*B005","WHITE OATS","CB","500g-POU","",0.000,"030",F,1,"*B005CBJ","WHITE OATS-500g-POU @99.00",99.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B008DA","WHITE OATS-500g-BOX","*B008","WHITE OATS","DA","500g-BOX","",0.000,"",F,7,"*B008DAD","WHITE OATS-500g-BOX @85.00",85.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B008DA","WHITE OATS-500g-BOX","*B008","WHITE OATS","DA","500g-BOX","",0.000,"",F,7,"*B008DAE","WHITE OATS-500g-BOX @90.00",90.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B008DA","WHITE OATS-500g-BOX","*B008","WHITE OATS","DA","500g-BOX","",0.000,"",F,3,"*B008DAF","WHITE OATS-500g-BOX @95.00",95.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B008DA","WHITE OATS-500g-BOX","*B008","WHITE OATS","DA","500g-BOX","",0.000,"031",F,2,"*B008DAG","WHITE OATS-500g-BOX @99.00",99.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B010BC","Bag.C.Muesli-1Kg-JAR","*B010","Bag.C.Muesli","BC","1Kg-JAR","",0.000,"",F,19,"*B010BCD","Bag.C.Muesli-1Kg-JAR @395.00",395.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B010BC","Bag.C.Muesli-1Kg-JAR","*B010","Bag.C.Muesli","BC","1Kg-JAR","",0.000,"",F,19,"*B010BCH","Bag.C.Muesli-1Kg-JAR @435.00",435.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B010BC","Bag.C.Muesli-1Kg-JAR","*B010","Bag.C.Muesli","BC","1Kg-JAR","",0.000,"",F,11,"*B010BCI","Bag.C.Muesli-1Kg-JAR @410.00",410.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B010BC","Bag.C.Muesli-1Kg-JAR","*B010","Bag.C.Muesli","BC","1Kg-JAR","",0.000,"",F,10,"*B010BCJ","Bag.C.Muesli-1Kg-JAR @385.00",385.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B010BC","Bag.C.Muesli-1Kg-JAR","*B010","Bag.C.Muesli","BC","1Kg-JAR","",0.000,"",F,9,"*B010BCK","Bag.C.Muesli-1Kg-JAR @460.00",460.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B010BC","Bag.C.Muesli-1Kg-JAR","*B010","Bag.C.Muesli","BC","1Kg-JAR","",0.000,"",F,7,"*B010BCL","Bag.C.Muesli-1Kg-JAR @420.00",420.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B010BC","Bag.C.Muesli-1Kg-JAR","*B010","Bag.C.Muesli","BC","1Kg-JAR","",0.000,"",F,6,"*B010BCM","Bag.C.Muesli-1Kg-JAR @499.00",499.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B010BC","Bag.C.Muesli-1Kg-JAR","*B010","Bag.C.Muesli","BC","1Kg-JAR","",0.000,"",F,4,"*B010BCN","Bag.C.Muesli-1Kg-JAR @525.00",525.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B010BC","Bag.C.Muesli-1Kg-JAR","*B010","Bag.C.Muesli","BC","1Kg-JAR","",0.000,"034",F,3,"*B010BCO","Bag.C.Muesli-1Kg-JAR @545.00",545.00,424.5600,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B011AB","Bag.C.Muesli-200g","*B011","Bag.C.Muesli","AB","200GM","GM",200.00,"",F,12,"*B011ABA","Bag.C.Muesli-200g @90.00",90.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B011AB","Bag.C.Muesli-200g","*B011","Bag.C.Muesli","AB","200GM","GM",200.00,"",F,11,"*B011ABB","Bag.C.Muesli-200g @89.00",89.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B011AB","Bag.C.Muesli-200g","*B011","Bag.C.Muesli","AB","200GM","GM",200.00,"",F,8,"*B011ABC","Bag.C.Muesli-200g @99.00",99.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B011AB","Bag.C.Muesli-200g","*B011","Bag.C.Muesli","AB","200GM","GM",200.00,"",F,6,"*B011ABD","Bag.C.Muesli-200g @110.00",110.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B011AB","Bag.C.Muesli-200g","*B011","Bag.C.Muesli","AB","200GM","GM",200.00,"",F,5,"*B011ABE","Bag.C.Muesli-200g @120.00",120.00,93.4800,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B011AB","Bag.C.Muesli-200g","*B011","Bag.C.Muesli","AB","200GM","GM",200.00,"",F,4,"*B011ABF","Bag.C.Muesli-200g @125.00",125.00,97.3800,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B011AB","Bag.C.Muesli-200g","*B011","Bag.C.Muesli","AB","200GM","GM",200.00,"038",F,1,"*B011ABG","Bag.C.Muesli-200g @130.00",130.00,101.2700,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B011AE","Bag.C.Muesli-400g","*B011","Bag.C.Muesli","AE","400GM","GM",400.00,"",F,12,"*B011AEB","Bag.C.Muesli-400g @185.00",185.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B011AE","Bag.C.Muesli-400g","*B011","Bag.C.Muesli","AE","400GM","GM",400.00,"",F,10,"*B011AEC","Bag.C.Muesli-400g @199.00",199.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B011AE","Bag.C.Muesli-400g","*B011","Bag.C.Muesli","AE","400GM","GM",400.00,"",F,6,"*B011AED","Bag.C.Muesli-400g @210.00",210.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B011AE","Bag.C.Muesli-400g","*B011","Bag.C.Muesli","AE","400GM","GM",400.00,"",F,5,"*B011AEE","Bag.C.Muesli-400g @217.00",217.00,174.7100,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B011AE","Bag.C.Muesli-400g","*B011","Bag.C.Muesli","AE","400GM","GM",400.00,"",F,3,"*B011AEF","Bag.C.Muesli-400g @229.00",229.00,184.3700,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B011AL","Bag.C.Muesli-500g","*B011","Bag.C.Muesli","AL","500GM","GM",500.00,"037",F,3,"*B011ALA","Bag.C.Muesli-500g @290.00",290.00,225.9100,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B011AL","Bag.C.Muesli-500g","*B011","Bag.C.Muesli","AL","500GM","GM",500.00,"",F,2,"*B011ALB","Bag.C.Muesli-500g @250.00",250.00,200.2200,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B011ZR","Bag.C.Muesli-750g-Pou","*B011","Bag.C.Muesli","ZR","750g-Pou","",0.000,"",F,1,"*B011ZRA","Bag.C.Muesli-750g-Pou @395.00",395.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B012AL","TOTAL BR.WHEAT FLAKE-500g","*B012","TOTAL BR.WHEAT FLAKE","AL","500GM","GM",500.00,"",F,1,"*B012ALA","TOTAL BR.WHEAT FLAKE-500g @195.00",195.00,157.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B013AL","TOTAL BR.WHEAT FALKE NO SUGAR-500g","*B013","TOTAL BR.WHEAT FALKE NO SUGAR","AL","500GM","GM",500.00,"",F,1,"*B013ALA","TOTAL BR.WHEAT FALKE NO SUGAR-500g @195.00",195.00,157.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B014BC","FNF.STRB.-1Kg-JAR","*B014","FNF.STRB.","BC","1Kg-JAR","",0.000,"",F,8,"*B014BCC","FNF.STRB.-1Kg-JAR @435.00",435.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B014BC","FNF.STRB.-1Kg-JAR","*B014","FNF.STRB.","BC","1Kg-JAR","",0.000,"",F,7,"*B014BCD","FNF.STRB.-1Kg-JAR @460.00",460.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B014BC","FNF.STRB.-1Kg-JAR","*B014","FNF.STRB.","BC","1Kg-JAR","",0.000,"",F,4,"*B014BCE","FNF.STRB.-1Kg-JAR @499.00",499.00,0.0000,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B014BC","FNF.STRB.-1Kg-JAR","*B014","FNF.STRB.","BC","1Kg-JAR","",0.000,"",F,3,"*B014BCF","FNF.STRB.-1Kg-JAR @525.00",525.00,439.4500,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B014BC","FNF.STRB.-1Kg-JAR","*B014","FNF.STRB.","BC","1Kg-JAR","",0.000,"063",F,1,"*B014BCG","FNF.STRB.-1Kg-JAR @545.00",545.00,424.5600,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B015AL","FNF.Apple-500g","*B015","FNF.Apple","AL","500GM","GM",500.00,"",F,2,"*B015ALA","FNF.Apple-500g @280.00",280.00,234.3700,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B015AL","FNF.Apple-500g","*B015","FNF.Apple","AL","500GM","GM",500.00,"046",F,1,"*B015ALB","FNF.Apple-500g @290.00",290.00,225.9100,0.00,"",""
"*B","BAGRRY'S PRODUCTS","*B016A1","Bag.Creamy Peanut Butter-340g.","*B016","Bag.Creamy Peanut Butter","A1","340GM","GM",340.00,"",F,1,"*B016A1A","Bag.Creamy Peanut Butter-340g. @170.00",170.00,0.0000,0.00,"",""
